duf_pfam_id	duf_pfam_name	partner_architecture	n_edges	n_taxa	n_duf_proteins	n_partner_proteins	max_combined	mean_combined	max_direct_evidence	max_context_evidence	n_experiment_edges	max_neighborhood	n_neighborhood_edges	max_neighborhood_transferred	n_neighborhood_transferred_edges	max_fusion	n_fusion_edges	max_cooccurence	n_cooccurence_edges	max_homology	n_homology_edges	max_coexpression	n_coexpression_edges	max_coexpression_transferred	n_coexpression_transferred_edges	max_experiments	n_experiments_edges	max_experiments_transferred	n_experiments_transferred_edges	max_database	n_database_edges	max_database_transferred	n_database_transferred_edges	max_textmining	n_textmining_edges	max_textmining_transferred	n_textmining_transferred_edges	module_score	module_key	separate_channel_l2_score	taxid	duf_protein	partner_protein	duf_architecture	combined_score	direct_evidence	context_evidence	neighborhood	neighborhood_transferred	fusion	cooccurence	homology	coexpression	coexpression_transferred	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	evidence_flags	_pair_key	has_representative	has_sequence
PF13196	DUF4012 - Protein of unknown function (DUF4012)	NO_PFAM	228	47	54	107	962	773.1315789473684	773	773	0	773	40	391	54	0	0	766	80	0	0	0	0	549	132	0	0	806	110	0	0	825	102	0	0	410	30	14.722124025370022	PF13196 || NO_PFAM	0.6036302717249751	1034345	1034345.GCA_000236865_01410	1034345.GCA_000236865_01607	PF13196	962	0	257	0	257	0	0	0	0	549	0	493	0	684	0	410	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	1034345.GCA_000236865_01410 || 1034345.GCA_000236865_01607	True	False
PF11086	DUF2878 - Protein of unknown function (DUF2878)	NO_PFAM	68	26	26	34	947	787.8235294117648	773	773	0	773	54	217	40	0	0	750	32	0	0	0	0	66	2	0	0	0	0	0	0	733	2	0	0	169	2	12.371780236605918	PF11086 || NO_PFAM	0.6028988581373791	243231	243231.GSU2330	243231.GSU2328	PF11086	947	773	773	773	176	0	703	0	0	0	0	0	0	0	0	169	neighborhood;neighborhood_transferred;cooccurence;textmining_transferred	243231.GSU2328 || 243231.GSU2330	True	False
PF07845	DUF1636 - Protein of unknown function (DUF1636)	NO_PFAM	62	28	28	31	921	782.9677419354839	773	773	0	773	46	231	34	0	0	761	32	0	0	0	0	133	20	0	0	0	0	0	0	0	0	0	0	0	0	12.42372638636448	PF07845 || NO_PFAM	0.6008354510033576	540997	540997.ORS3428_01565	540997.ORS3428_01550	PF07845	921	732	732	732	113	0	694	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	540997.ORS3428_01550 || 540997.ORS3428_01565	True	False
PF11934	DUF3452 - Domain of unknown function (DUF3452)	PF12937	468	112	221	118	995	849.6367521367522	900	0	4	0	0	0	0	0	0	0	0	0	0	297	8	166	468	510	4	590	468	900	30	957	460	687	8	540	468	17.310097362088012	PF11934 || PF12937	0.5991462175745759	9598	9598.ENSPTRP00000009974	9598.ENSPTRP00000028804	PF01857;PF01858;PF08934;PF11934	995	900	0	0	0	0	0	0	0	137	0	278	900	861	0	540	coexpression_transferred;experiments_transferred;database;database_transferred;textmining_transferred	9598.ENSPTRP00000009974 || 9598.ENSPTRP00000028804	True	False
PF14358	DUF4405 - Domain of unknown function (DUF4405)	NO_PFAM	98	32	35	49	961	778.4285714285714	773	773	0	773	54	259	40	0	0	758	12	0	0	0	0	712	28	0	0	952	34	0	0	776	12	0	0	223	18	13.13413497306755	PF14358 || NO_PFAM	0.5977714243119011	1121390	1121390.SAMN02746041_02400	1121390.SAMN02746041_03209	PF14358	961	0	106	0	106	0	0	0	0	60	0	952	0	0	0	157	neighborhood_transferred;coexpression_transferred;experiments_transferred;textmining_transferred	1121390.SAMN02746041_02400 || 1121390.SAMN02746041_03209	True	False
PF14251	PterinBD-DUF4346 - PterinBD-DUF4346	NO_PFAM	354	59	64	175	950	755.1129943502825	773	775	0	773	30	397	122	0	0	775	298	0	0	80	2	720	24	0	0	376	4	500	2	779	28	0	0	331	110	15.608806913919617	PF14251 || NO_PFAM	0.5971514225178225	1479485	1479485.DA73_0223285	1479485.DA73_0203935	PF14251	950	0	223	0	157	0	223	0	0	720	0	0	0	667	0	315	neighborhood_transferred;cooccurence;coexpression_transferred;database_transferred;textmining_transferred	1479485.DA73_0203935 || 1479485.DA73_0223285	True	False
PF20462	DUF6715 - Domain of unknown function (DUF6715)	NO_PFAM	282	13	13	141	918	760.5886524822695	773	774	0	773	6	121	6	0	0	774	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.470561556873754	PF20462 || NO_PFAM	0.5962809376201836	185007	185007.SAMN02910350_02864	185007.SAMN02910350_02859	PF20462	918	773	773	773	93	0	636	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	185007.SAMN02910350_02859 || 185007.SAMN02910350_02864	True	False
PF16271	DUF4924 - Domain of unknown function (DUF4924)	NO_PFAM	114	29	29	57	917	735.0877192982456	773	773	0	773	12	355	14	0	0	768	104	0	0	0	0	63	22	0	0	0	0	0	0	0	0	0	0	0	0	13.09332689168756	PF16271 || NO_PFAM	0.5954976772767685	645274	645274.SAMN04487901_11535	645274.SAMN04487901_11534	PF16271	917	762	762	762	355	0	507	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	645274.SAMN04487901_11534 || 645274.SAMN04487901_11535	True	False
PF10975	DUF2802 - Protein of unknown function (DUF2802)	NO_PFAM	398	80	80	199	920	750.5427135678392	773	774	0	773	38	184	22	0	0	774	368	0	0	413	8	68	74	0	0	0	0	0	0	0	0	386	2	223	14	16.32485972623474	PF10975 || NO_PFAM	0.5954863728345996	208964	208964.PA1465	208964.PA1463	PF10975	920	547	725	547	184	0	725	0	127	68	0	0	0	0	0	223	neighborhood;neighborhood_transferred;cooccurence;coexpression;coexpression_transferred;textmining_transferred	208964.PA1463 || 208964.PA1465	True	False
PF20742	DUF5580_M - Family of unknown function (DUF5580) middle domain	NO_PFAM	22	5	5	11	959	853.5454545454545	0	296	0	0	0	0	0	0	0	296	6	812	2	0	0	232	14	0	0	939	20	0	0	0	0	840	2	516	14	7.01501315438526	PF20742 || NO_PFAM	0.5950866342658716	33528	33528.ENSGAFP00000032733	33528.ENSGAFP00000023775	PF06565;PF20742	959	0	0	0	0	0	0	0	0	0	0	939	0	0	0	356	experiments_transferred;textmining_transferred	33528.ENSGAFP00000023775 || 33528.ENSGAFP00000032733	True	False
PF12984	DUF3868 - Domain of unknown function (DUF3868)	NO_PFAM	42	7	10	19	917	764.6666666666666	773	773	0	773	12	153	12	248	8	773	32	0	0	112	8	61	16	0	0	98	4	0	0	0	0	390	4	64	4	9.466083199053234	PF12984 || NO_PFAM	0.5943903855761712	393921	393921.HQ45_07435	393921.HQ45_07430	PF12984	917	590	773	590	153	18	773	0	0	59	0	0	0	0	0	64	neighborhood;neighborhood_transferred;fusion;cooccurence;coexpression_transferred;textmining_transferred	393921.HQ45_07430 || 393921.HQ45_07435	True	False
PF11868	DUF3388 - Protein of unknown function (DUF3388)	NO_PFAM	34	9	9	17	924	769.8823529411765	773	773	0	773	20	546	22	0	0	762	12	0	0	0	0	714	8	0	0	0	0	0	0	0	0	0	0	0	0	9.706518247477504	PF11868 || NO_PFAM	0.5933291828886298	549687	549687.GCA_001636335_01049	549687.GCA_001636335_01050	PF11868	924	701	701	701	182	0	0	0	0	714	0	0	0	0	0	0	neighborhood;neighborhood_transferred;coexpression_transferred	549687.GCA_001636335_01049 || 549687.GCA_001636335_01050	True	False
PF20020	DUF6431 - Domain of unknown function (DUF6431)	NO_PFAM	80	7	11	21	915	764.1	773	773	0	773	12	69	64	90	2	773	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.09933223803211	PF20020 || NO_PFAM	0.5932390978364747	44251	44251.PDUR_04870	44251.PDUR_04875	PF20020	915	639	771	639	55	0	771	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	44251.PDUR_04870 || 44251.PDUR_04875	True	False
PF10694	DUF2500 - Protein of unknown function (DUF2500)	NO_PFAM	104	17	19	52	961	753.5769230769231	757	757	0	757	18	554	80	0	0	739	10	0	0	0	0	809	42	0	0	564	4	0	0	750	78	0	0	377	60	11.948703865949852	PF10694 || NO_PFAM	0.5929508175391939	754436	754436.JCM19237_4749	754436.JCM19237_3650	PF10694	961	0	203	0	203	0	0	0	0	809	0	0	0	679	0	310	neighborhood_transferred;coexpression_transferred;database_transferred;textmining_transferred	754436.JCM19237_3650 || 754436.JCM19237_4749	True	False
PF11258	DUF3048 - Protein of unknown function (DUF3048) N-terminal domain	NO_PFAM	226	69	79	97	995	809.8495575221239	773	773	0	773	30	348	154	0	0	668	34	0	0	0	0	764	128	0	0	932	182	0	0	950	142	920	2	418	168	15.46794050158012	PF11258 || NO_PFAM	0.5925568140532538	68249	68249.BC342_30225	68249.BC342_23505	PF11258;PF17479	968	0	83	0	83	0	0	0	0	764	0	804	0	294	0	115	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	68249.BC342_23505 || 68249.BC342_30225	True	False
PF04356	DUF489 - Protein of unknown function (DUF489)	NO_PFAM	82	27	27	41	969	790.1951219512196	773	773	0	773	56	538	52	0	0	736	10	0	0	105	2	843	34	0	0	176	10	0	0	784	12	747	2	217	20	12.629249628147004	PF04356 || NO_PFAM	0.5918753865523835	38313	38313.GCA_000947195_02473	38313.GCA_000947195_02472	PF04356	969	773	773	773	162	0	0	0	0	843	0	0	0	0	0	100	neighborhood;neighborhood_transferred;coexpression_transferred;textmining_transferred	38313.GCA_000947195_02472 || 38313.GCA_000947195_02473	True	False
PF09438	DUF2017 - Domain of unknown function (DUF2017)	NO_PFAM	1636	118	118	818	926	740.5464547677261	773	774	0	773	48	575	26	0	0	774	1596	0	0	61	32	886	12	0	0	0	0	0	0	0	0	0	0	183	6	18.5058675635942	PF09438 || NO_PFAM	0.5906274862018143	42234	42234.IQ63_05500	42234.IQ63_05505	PF09438	926	671	671	671	536	0	451	0	0	94	0	0	0	0	0	183	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	42234.IQ63_05500 || 42234.IQ63_05505	True	False
PF25656	DUF7945 - Domain of unknown function (DUF7945)	NO_PFAM	26	7	7	13	981	813.3076923076923	773	981	0	773	16	981	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.208719949364	PF25656 || NO_PFAM	0.5890909274591924	1894	1894.ADK78_20120	1894.ADK78_20110	PF25656	981	0	981	0	981	0	0	0	0	0	0	0	0	0	0	0	neighborhood_transferred	1894.ADK78_20110 || 1894.ADK78_20120	True	False
PF14899	DUF4492 - Domain of unknown function (DUF4492)	NO_PFAM	10	5	5	5	916	793.0	773	773	0	773	10	244	2	0	0	764	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.52741421125448	PF14899 || NO_PFAM	0.588493439930127	393921	393921.HQ45_05775	393921.HQ45_05765	PF14899	916	571	764	571	244	0	764	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	393921.HQ45_05765 || 393921.HQ45_05775	True	False
PF08830	DUF1806 - Protein of unknown function (DUF1806)	NO_PFAM	18	8	8	9	918	799.6666666666666	773	773	0	773	14	173	16	0	0	763	4	0	0	311	2	653	12	0	0	0	0	0	0	0	0	0	0	46	2	8.88488813383888	PF08830 || NO_PFAM	0.583720736364891	1765683	1765683.B2M26_09095	1765683.B2M26_09180	PF08830	918	0	763	0	83	0	763	0	0	653	0	0	0	0	0	0	neighborhood_transferred;cooccurence;coexpression_transferred	1765683.B2M26_09095 || 1765683.B2M26_09180	True	False
PF06115	DUF956 - Domain of unknown function (DUF956)	NO_PFAM	32	7	8	14	952	821.375	773	775	0	773	12	211	26	0	0	775	22	0	0	0	0	440	26	0	0	0	0	0	0	833	8	0	0	385	26	9.203390644826152	PF06115 || NO_PFAM	0.5831739742110599	1123313	1123313.GCA_000420345_00223	1123313.GCA_000420345_00226	PF06115	952	536	775	536	151	0	775	0	0	440	0	0	0	0	0	192	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1123313.GCA_000420345_00223 || 1123313.GCA_000420345_00226	True	False
PF12024	DUF3512 - Domain of unknown function (DUF3512)	PF00439;PF08880	4	1	2	1	994	927.5	650	0	0	0	0	0	0	0	0	0	0	549	2	67	2	0	0	0	0	964	4	650	4	0	0	471	4	478	4	3.645732273553991	PF12024 || PF00439;PF08880	0.572515553390028	9796	9796.ENSECAP00000028293	9796.ENSECAP00000055089	PF00439;PF12024	994	650	0	0	0	0	0	549	67	0	0	964	650	0	212	478	homology;coexpression;experiments_transferred;database;textmining;textmining_transferred	9796.ENSECAP00000028293 || 9796.ENSECAP00000055089	True	False
PF04456	DUF503 - Protein of unknown function (DUF503)	NO_PFAM	120	47	47	60	965	805.0166666666667	773	773	0	773	114	598	104	0	0	284	6	0	0	0	0	755	44	0	0	0	0	0	0	0	0	0	0	182	34	14.084192567412522	PF04456 || NO_PFAM	0.5614910268805371	42234	42234.IQ63_03915	42234.IQ63_03920	PF04456	965	613	613	613	555	0	160	0	0	755	0	0	0	0	0	182	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	42234.IQ63_03915 || 42234.IQ63_03920	True	False
PF09933	DUF2165 - Predicted small integral membrane protein (DUF2165)	NO_PFAM	28	13	14	13	901	761.7142857142857	773	774	0	773	14	131	4	0	0	774	16	0	0	359	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.19241048921699	PF09933 || NO_PFAM	0.558331816101251	1192868	1192868.GCA_000304395_04129	1192868.GCA_000304395_04130	PF09933	901	580	774	580	0	0	774	0	0	0	0	0	0	0	0	0	neighborhood;cooccurence	1192868.GCA_000304395_04129 || 1192868.GCA_000304395_04130	True	False
PF16702	DUF5063 - Domain of unknown function (DUF5063)	NO_PFAM	262	39	39	131	908	738.4351145038167	773	773	0	773	16	154	4	0	0	772	250	0	0	57	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.495912940405637	PF16702 || NO_PFAM	0.55825407537329	1122973	1122973.GCA_000379925_00125	1122973.GCA_000379925_00122	PF16702	908	773	773	773	53	0	608	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1122973.GCA_000379925_00122 || 1122973.GCA_000379925_00125	True	False
PF08974	DUF1877 - Domain of unknown function (DUF1877)	NO_PFAM	92	20	20	46	965	759.1739130434783	773	773	0	773	16	173	24	0	0	771	62	0	0	88	4	238	28	0	0	936	18	0	0	810	2	879	6	463	14	12.1676443686001	PF08974 || NO_PFAM	0.5543847575532973	486	486.B2G52_09895	486.B2G52_08425	PF08974	965	0	173	0	173	0	0	0	0	50	0	936	0	0	0	391	neighborhood_transferred;coexpression_transferred;experiments_transferred;textmining_transferred	486.B2G52_08425 || 486.B2G52_09895	True	False
PF07482	DUF1522 - Domain of Unknown Function (DUF1522)	NO_PFAM	134	3	8	29	946	767.0597014925373	437	774	0	437	6	117	60	0	0	774	134	0	0	51	16	694	30	0	0	225	28	0	0	0	0	0	0	195	64	8.888863500678209	PF07482 || NO_PFAM	0.5534633208452732	258594	258594.RPA3915	258594.RPA3888	PF00669;PF00700;PF07482	946	0	735	0	108	0	735	0	0	694	0	225	0	0	0	195	neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred;textmining_transferred	258594.RPA3888 || 258594.RPA3915	True	False
PF15483	DUF4641 - Domain of unknown function (DUF4641)	NO_PFAM	24	2	4	10	943	783.25	0	401	0	0	0	0	0	0	0	401	4	845	2	0	0	348	2	0	0	555	20	0	0	821	20	0	0	650	14	5.81710040220442	PF15483 || NO_PFAM	0.5404859972627193	885580	885580.ENSFDAP00000017430	885580.ENSFDAP00000010079	PF00001;PF15483	943	0	0	0	0	0	0	0	0	0	0	201	0	821	0	639	experiments_transferred;database_transferred;textmining_transferred	885580.ENSFDAP00000010079 || 885580.ENSFDAP00000017430	True	False
PF11871	DUF3391 - Domain of unknown function (DUF3391)	NO_PFAM	112	27	41	37	923	792.0357142857143	773	773	0	773	22	227	68	579	2	756	22	0	0	0	0	82	16	0	0	877	56	0	0	729	76	0	0	423	66	12.937796839062749	PF11871 || NO_PFAM	0.5399362799663656	51642	51642.NSMM_500041	51642.NSMM_880002	PF11871;PF13487	923	0	53	0	53	0	0	0	0	0	0	877	0	380	0	67	neighborhood_transferred;experiments_transferred;database_transferred;textmining_transferred	51642.NSMM_500041 || 51642.NSMM_880002	True	False
PF12447	DUF3683 - Protein of unknown function (DUF3683)	NO_PFAM	484	81	81	242	983	773.599173553719	773	773	0	773	10	538	398	0	0	450	36	0	0	0	0	538	292	0	0	830	236	0	0	951	364	0	0	609	430	16.54358738546599	PF12447 || NO_PFAM	0.5385849587378433	1522312	1522312.GCA_900177895_00984	1522312.GCA_900177895_01027	PF01565;PF02754;PF02913;PF11880;PF12447;PF13183	983	0	198	0	198	0	0	0	0	70	0	0	0	951	0	609	neighborhood_transferred;coexpression_transferred;database_transferred;textmining_transferred	1522312.GCA_900177895_00984 || 1522312.GCA_900177895_01027	True	False
PF11880	DUF3400 - Domain of unknown function (DUF3400)	NO_PFAM	480	79	79	240	983	773.0375	773	773	0	773	8	538	396	0	0	450	36	0	0	0	0	538	288	0	0	830	232	0	0	951	362	0	0	609	428	16.485920539453524	PF11880 || NO_PFAM	0.5385849587378433	1522312	1522312.GCA_900177895_00984	1522312.GCA_900177895_01028	PF01565;PF02754;PF02913;PF11880;PF12447;PF13183	983	0	198	0	198	0	0	0	0	70	0	0	0	951	0	609	neighborhood_transferred;coexpression_transferred;database_transferred;textmining_transferred	1522312.GCA_900177895_00984 || 1522312.GCA_900177895_01028	True	False
PF11241	DUF3043 - Protein of unknown function (DUF3043)	NO_PFAM	134	43	43	67	901	758.820895522388	773	773	0	773	54	526	38	0	0	762	88	0	0	44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.019654046274953	PF11241 || NO_PFAM	0.5370342608291178	78344	78344.BIGA_0276	78344.BIGA_0278	PF11241	901	351	762	351	411	0	762	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	78344.BIGA_0276 || 78344.BIGA_0278	True	False
PF14794	DUF4479 - Domain of unknown function (DUF4479)	NO_PFAM	48	21	21	24	965	769.5	900	900	0	773	34	750	34	900	2	296	2	0	0	0	0	469	4	0	0	717	2	0	0	817	12	701	2	101	8	11.87390520482726	PF14794 || NO_PFAM	0.5335837031825973	1291764	1291764.GCA_001311235_01753	1291764.GCA_001311235_00690	PF01588;PF14794	965	900	900	0	74	900	296	0	0	77	0	0	0	482	0	101	neighborhood_transferred;fusion;cooccurence;coexpression_transferred;database_transferred;textmining_transferred	1291764.GCA_001311235_00690 || 1291764.GCA_001311235_01753	True	False
PF24353	DUF7513 - Domain of unknown function (DUF7513)	NO_PFAM	4	2	2	2	968	887.0	773	866	0	773	4	866	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.445662489770319	PF24353 || NO_PFAM	0.5257070922538337	1604004	1604004.HLASA_0731	1604004.HLASA_0732	PF24353	968	773	866	773	866	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1604004.HLASA_0731 || 1604004.HLASA_0732	True	False
PF04379	DUF525 - ApaG domain 	NO_PFAM	836	168	209	298	996	791.8133971291866	900	900	0	773	90	593	572	900	2	228	6	0	0	66	12	877	564	0	0	909	176	0	0	893	56	869	44	978	762	18.78962150033562	PF04379 || NO_PFAM	0.5217488486439686	9541	9541.ENSMFAP00000020676	9541.ENSMFAP00000045476	PF04379;PF08755	996	0	0	0	0	0	0	0	0	0	0	0	0	0	869	978	textmining;textmining_transferred	9541.ENSMFAP00000020676 || 9541.ENSMFAP00000045476	True	False
PF18429	DUF5609 - Domain of unknown function (DUF5609)	NO_PFAM	68	5	5	34	955	866.7647058823529	900	768	0	768	4	218	36	0	0	739	4	0	0	0	0	910	50	0	0	833	8	900	36	724	16	713	2	377	60	9.48562544305337	PF18429 || NO_PFAM	0.5211989733902233	1218098	1218098.GCA_001598715_02756	1218098.GCA_001598715_01253	PF00702;PF18429	955	900	165	0	165	0	0	0	0	310	0	0	900	0	0	317	neighborhood_transferred;coexpression_transferred;database;textmining_transferred	1218098.GCA_001598715_01253 || 1218098.GCA_001598715_02756	True	False
PF20664	DUF6814 - Family of unknown function (DUF6814)	NO_PFAM	34	14	14	17	905	777.1764705882352	773	773	0	773	24	159	22	0	0	730	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.517448463693832	PF20664 || NO_PFAM	0.5209332388219432	1107311	1107311.Q767_02905	1107311.Q767_02910	PF20664	905	762	762	762	159	0	564	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1107311.Q767_02905 || 1107311.Q767_02910	True	False
PF23928	DUF7266 - Family of unknown function (DUF7266)	NO_PFAM	46	18	18	23	966	821.8695652173913	773	860	0	773	42	860	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.37202556004294	PF23928 || NO_PFAM	0.5163373691600126	1604004	1604004.HLASA_1101	1604004.HLASA_1100	PF23928	966	773	860	773	860	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1604004.HLASA_1100 || 1604004.HLASA_1101	True	False
PF25448	DUF7897 - Domain of unknown function (DUF7897)	NO_PFAM	4	2	2	2	953	829.0	899	899	0	628	4	239	2	899	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60466248977032	PF25448 || NO_PFAM	0.5132394621790682	877500	877500.GCA_000935065_00647	877500.GCA_000935065_00646	PF25448	953	899	899	558	0	899	0	0	0	0	0	0	0	0	0	0	neighborhood;fusion	877500.GCA_000935065_00646 || 877500.GCA_000935065_00647	True	False
PF12720	DUF3807 - Protein of unknown function (DUF3807)	NO_PFAM	592	180	184	283	998	826.8547297297297	900	899	6	0	0	0	0	899	12	0	0	0	0	62	2	181	66	292	6	952	572	900	6	860	554	980	4	499	526	19.55414353605704	PF12720 || NO_PFAM	0.5122540316679659	284812	284812.Q9USY8	284812.G2TRR1	PF12720	998	900	0	0	0	0	0	0	0	0	292	0	900	0	980	0	experiments;database;textmining	284812.G2TRR1 || 284812.Q9USY8	True	False
PF12683	DUF3798 - Protein of unknown function (DUF3798)	NO_PFAM	28	4	7	12	943	820.4285714285714	773	774	0	773	12	308	20	0	0	774	4	0	0	0	0	98	6	0	0	874	4	0	0	749	16	546	4	334	16	8.133171654854674	PF12683 || NO_PFAM	0.5110500491458997	1280695	1280695.GCA_000424325_02495	1280695.GCA_000424325_02493	PF12683	943	539	774	539	308	0	774	0	0	97	0	0	0	262	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;database_transferred	1280695.GCA_000424325_02493 || 1280695.GCA_000424325_02495	True	False
PF11743	DUF3301 - Protein of unknown function (DUF3301)	NO_PFAM	170	33	33	85	936	743.3176470588236	773	773	0	773	26	593	20	0	0	769	142	0	0	0	0	0	0	0	0	456	6	0	0	649	8	787	2	178	2	13.740384605734985	PF11743 || NO_PFAM	0.5104004865135249	151081	151081.TW72_17385	151081.TW72_17380	PF11743	936	773	773	773	533	0	444	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	151081.TW72_17380 || 151081.TW72_17385	True	False
PF17173	DUF5129 - Domain of unknown function (DUF5129)	NO_PFAM	6	3	3	3	945	846.6666666666666	773	773	0	773	6	306	4	770	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2644988712950935	PF17173 || NO_PFAM	0.5095623596548092	35756	35756.GCA_001044155_00230	35756.GCA_001044155_00231	PF17173	945	773	773	773	0	770	0	0	0	0	0	0	0	0	0	0	neighborhood;fusion	35756.GCA_001044155_00230 || 35756.GCA_001044155_00231	True	False
PF13047	DUF3907 - Protein of unknown function (DUF3907)	NO_PFAM	148	35	35	74	914	733.4054054054054	773	773	0	773	50	560	48	0	0	768	118	0	0	0	0	73	16	0	0	0	0	0	0	0	0	914	2	0	0	13.71698418285768	PF13047 || NO_PFAM	0.5082024857512075	224308	224308.BSU23200	224308.BSU23328	PF13047	914	0	0	0	0	0	0	0	0	0	0	0	0	0	914	0	textmining	224308.BSU23200 || 224308.BSU23328	True	False
PF12089	DUF3566 - Transmembrane domain of unknown function (DUF3566)	NO_PFAM	216	54	54	108	908	738.7685185185185	762	770	0	762	56	600	78	0	0	770	140	0	0	63	6	842	46	0	0	0	0	0	0	0	0	0	0	182	26	14.9265637240054	PF12089 || NO_PFAM	0.5081654444950087	59750	59750.AWC31_18280	59750.AWC31_18275	PF12089	908	608	608	608	238	0	0	0	0	703	0	0	0	0	0	92	neighborhood;neighborhood_transferred;coexpression_transferred;textmining_transferred	59750.AWC31_18275 || 59750.AWC31_18280	True	False
PF26628	DUF8202 - Domain of unknown function (DUF8202)	NO_PFAM	334	30	53	122	930	745.0898203592815	773	774	0	773	40	103	32	0	0	774	288	0	0	0	0	95	72	0	0	859	70	0	0	769	20	0	0	134	14	14.22910494079536	PF26628 || NO_PFAM	0.5058545883281623	47500	47500.AF333_21395	47500.AF333_12130	PF00395;PF07554;PF26628	930	0	95	0	95	0	0	0	0	56	0	859	0	436	0	134	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	47500.AF333_12130 || 47500.AF333_21395	True	False
PF01982	CTP-dep_RFKase - Domain of unknown function DUF120	NO_PFAM	32	8	8	16	955	776.5625	773	773	0	773	24	394	4	0	0	703	4	0	0	0	0	0	0	0	0	0	0	500	2	915	2	790	2	880	4	9.43695671613892	PF01982 || NO_PFAM	0.5019304752878592	1873524	1873524.HSR6_1863	1873524.HSR6_1669	PF01982	955	500	0	0	0	0	0	0	0	0	0	0	500	915	0	0	database;database_transferred	1873524.HSR6_1669 || 1873524.HSR6_1863	True	False
